Код сети;Адрес;Продажи
00045677825439514;Калининградская обл, г Калининград, ул Куйбышева, 36;9926
00045673906321175;Калининградская обл, г Калининград, ул Литовский Вал, 2;7450
00045673906321175;Калининградская обл, г Калининград, ул Пушкина, 1-7;661
00045673906321175;Калининградская обл, г Калининград, ул Театральная, 21;1007
00045677724490000;Калининградская обл, г Калининград, ул Ялтинская, 65А;7061
00045677743931676;Калининградская обл, г Советск, ул Луначарского, 1;5950
00045676671077281;Калининградская обл, г Советск, ул Максима Горького, 4;2253
00045677715196234;Калининградская обл, Гурьевский р-н, г Гурьевск, б-р Пражский, 702;5884
00045677724490000;Калининградская обл, Гурьевский р-н, г Гурьевск, ул Ленина, 2;4833
00045677743931676;Калининградская обл, Гурьевский р-н, п Большое Исаково, ул Уютная, 15;4084
00045677724490000;Калининградская обл, Гурьевский р-н, п Маршальское, ул Центральная, 5;9300
00045677724490000;Калининградская обл, Гурьевский р-н, п Моргуново, ул Гурьева, 7А;4759
00045675009074197;Калининградская обл, Гурьевский р-н, п Невское, ул Совхозная, 12, к 5;8553
00045673914023831;Калининградская обл, Гурьевский р-н, п Рыбное, ул Гвардейская, 81;6381
00045675257056036;Калининградская обл, Гусевский р-н, г Гусев, ул Московская, 69;5383
00045673906321175;Калининградская обл, Зеленоградский р-н, г Зеленоградск, ул Железнодорожная, 40;2228
00045675257056036;Калининградская обл, Озерский р-н, г Озерск, ул Комсомольская, 12;1086
00045677724490000;Калининградская обл, Озерский р-н, п Яблоновка, ул Центральная, 27А;7747
00045675257056036;Калининградская обл, Полесский р-н, г Полесск, ул Калининградская, 8;181
00045677715196234;Калининградская обл, Светлогорский р-н, г Светлогорск, тер. СНТ Радуга, ул 1-я линия, 476;4721
00045677724490000;Калининградская обл, Славский р-н, п Гастеллово, ул Центральная, 37А;2952
00045677724490000;Калининградская обл, Славский р-н, п Придорожное, ул Черняховского, 3;404
00045677724490000;Калининградская обл, Славский р-н, п Прохладное, ул Центральная, 11;8474
00045675257056036;Калининградская обл, Черняховский р-н, г Черняховск, ул Дачная, 1;2051
00045675257056036;Калининградская обл, Черняховский р-н, г Черняховск, ул Калининградская, 23;1407
00045677724490000;Калининградская обл, Черняховский р-н, п Привольное, ул Центральная, 23;9385
00045677724490000;Калининградская обл, Черняховский р-н, п Свобода, ул Школьная, 12;1981
00045677327067461;Калужская обл, Бабынинский р-н, п Воротынск, ул Железнодорожная, 20;1908
00045677106023201;Калужская обл, Бабынинский р-н, п Воротынск, ул Зеленая, 2;7267
00045676213013439;Калужская обл, Боровский р-н, г Балабаново, ул 96 км Киевского шоссе, 15;1635
00045677743931676;Калужская обл, Боровский р-н, г Балабаново, ул Московская, 21В;7912
00045676234131659;Калужская обл, Боровский р-н, д Кабицыно, мкр Молодежный, 1А;7068
00045677729705354;Калужская обл, Боровский р-н, д Тишнево, ул Садовая, 55;1653
00045677724490000;Калужская обл, Боровский р-н, с Ворсино, ул Молодежная, 14;9577
00045677724490000;Калужская обл, г Калуга, ул Братьев Луканиных, 15;7220
00045677825706086;Калужская обл, г Калуга, ул Вишневского, 6А;2716
00045675047085094;Калужская обл, г Калуга, ул Глаголева, 3;4415
00045677715437850;Калужская обл, г Калуга, ул Дзержинского, 81А;2664
00045677825706086;Калужская обл, г Калуга, ул Дорожная, 6;2405
00045672310031475;Калужская обл, г Калуга, ул Звездная, 20;5046
00045672310031475;Калужская обл, г Калуга, ул Кибальчича, 30;9400
00045672310031475;Калужская обл, г Калуга, ул Кубяка, 1А;9974
00045672310031475;Калужская обл, г Калуга, ул Ленина, 40;7186
